By recording all SQLite changes, it also goes beyond simply archiving old messages.;17;23;SQLite;Resource
the home to track where i am and if i leave a room i want the music to follow me through the house;12;17;track;Service
Here is a more complicated example in which we upload a text file to an IBM mainframe through a direct linemode connection.;61;65;file;Resource
In the video I will walk you through the steps of setting up a light meter and calibrating it to your camcorder.;69;74;meter;Device
If this is not possible, install a 'throttling' magnetic actuator on top of the main magnetic actuator.	Copy;48;65;magnetic actuator;Device
Mac TinyOS X. But consider the alternative: strife and bad blood within the community.;4;10;TinyOS;Resource
Several scouts antevolated the main column to ensure its security by gathering reconnaissance data from the terrain ahead.;94;98;data;Resource
In the manufacture of hydraulic actuator systems using compression springs, the foil combination is wound around the compressed spring and fixed so that the spring can no longer return to its normal length.	Copy;22;40;hydraulic actuator;Device
Built around the open-source Nanode control board, the collars include a GPS unit and an off-the-shelf cellular modem that can make calls, send SMS, or use a mobile-data network.;29;35;Nanode;Device
Intelligence officers then search for a match on the internal database.;62;70;database;Resource
So, as the women mounted the blocks for the start of the 50 meter free final, there was a certain amount of tension in the air.;60;65;meter;Device
Behind your widget website there is a large Microsoft SQL Server of widgets.;44;64;Microsoft SQL Server;Resource
When it finds a match, the MongoDB sends back the text message, identifying the song.;27;34;MongoDB;Resource
Drugs can modulate the activity of the sympathetic nervous system by affecting the synthesis, storage, release or reuptake of noradrenaline.;94;101;storage;Resource
John, who holds an advanced degree in medical anthropology, is now working in Antigua as a Microsoft SQL Server programmer.;91;111;Microsoft SQL Server;Resource
Wasp barcode Technologies has launched its new line of barcode printers.;5;12;barcode;Device
The latest version, EMM2015, includes data from The European Space Agency's Swarm satellite mission.;38;42;data;Resource
a securty system that automatically locks doors and windows after a certain time of the day;36;41;locks;Service
You'll know that your network hardware is set up properly when every PC in your home has internet access.;69;71;PC;Device
Put money in a parking meter by a stranger's car, when you see that the time is running out.;23;28;meter;Device
The online play supports both dial up and broadband, with broadband users having the option of using a USB headset for chat.;103;106;USB;Resource
For a driving mechanism for a mechatronic system, we consider the simplest ones, namely, an electromechanical actuator and electrohydraulic actuator.	Copy;110;118;actuator;Device
Moreover, subartic, midlatitude and tropical atmospheric profiles were included in the Microsoft SQL Server code.;87;107;Microsoft SQL Server;Resource
my smart home to detect our foods are 100% organic ;17;23;detect;Service
It's like giving a driver a parking ticket for filling up the parking meter in an exuberant manner!;70;75;meter;Device
The receiver demodulates the wireless signal and ships it on to the customer's terminal equipment.;29;37;wireless;Resource
Mossack Fonseca asked the ICIJ not to publish the leaked documents from its MongoDB.;76;83;MongoDB;Resource
The hydraulic actuator would move the elevon, a surface at the back side of the wing that is used to pitch the nose up or down or roll the craft from side to side.	Copy;4;22;hydraulic actuator;Device
Developed by IBM, DITA is widely regarded as an ideal architecture for fragmenting JSON content and enabling content re-use.;83;87;JSON;Resource
Solenoid interlocks demand accurate alignment of relay actuator and device.	Copy;49;63;relay actuator;Device
They are perhaps the best tag team in the world and would get over with any wrestling fan.;26;29;tag;Device
The prefiling box is a small box about the size of one in which 100 file folders are packed.;68;72;file;Resource
Does the thought of investing in the wireless or telecom industry now leave your head spinning?;37;45;wireless;Resource
surveillance system that alerts me via smartphone;25;31;alerts;Service
An API will ensure the possibility to generate embedded hostless solutions.;3;6;API;Resource
Tenders are invited for Push Button Actuator, Push Button With Scraw Type Fixing Of Rdso Appd.;-1;7;;Device
The USB version of the electronic cigarette provides inhaled doses of vaporized nicotine, so smokers can puff away without all the harmful effects to secondhand smokers.;4;7;USB;Resource
A trainee controller mistakenly directed a plane to descend through the flight level of another plane.;10;20;controller;Device
Numerous readers responded to the call recognising that this repository is one of the key centres of the labour movements' collective memory.;61;71;repository;Resource
But does this mean that you should throw out your old database and replace it with this one?;54;62;database;Resource
The book also covers multimedia messaging, T-rays, space-based Internet access, WLANs and the leading mobile Mbed platforms, www.;109;113;Mbed;Resource
In fact, a reinstall of the FreeRTOS was required, as various system files became corrupted.;28;36;FreeRTOS;Resource
to monitor my pets health problem automatically with detecting device  ;3;10;monitor;Service
The housing is made of metal, and the thermal actuator head is made of glass-fiber-reinforced, noncombustible plastic or metal.	Copy;38;54;thermal actuator;Device
There is nothing I like better than finding new things in my home area with the help of my local Contiki map.;97;104;Contiki;Resource
The budget friendly LX-10 bluetooth headphones feature high quality metal casing and the latest bass enhancing technology.;26;35;bluetooth;Resource
You bought it because it is a kickass MongoDB engine that allows you to more easily and efficiently manage business processes.;38;45;MongoDB;Resource
Built around the open-source Sharks Cove control board, the collars include a GPS unit and an off-the-shelf cellular modem that can make calls, send SMS, or use a mobile-data network.;29;40;Sharks Cove;Device
something that automatically refills the toilet paper in my bathroom;29;36;refills;Service
The result is that anyone who hacks into the Microsoft SQL Server does not see the grade of any individual student.;45;65;Microsoft SQL Server;Resource
The strategy generates a rich MongoDB of writing samples which permits the pursuit of a number of precise research questions.;30;37;MongoDB;Resource
So I went in, met Michael Bay, and did the video, and it won an MTV video Music Award and got me a ton of work.;43;48;video;Resource
dynamic climate control that heats me up when I'm cold, then brings me back to a normal temp;29;34;heats;Service
The program could be improved by providing more linking between tables and other displays and the med database.;102;110;database;Resource
This company offers the Wine Collector 250 mini, a wireless barcode scanner the size of a keyfob.;60;67;barcode;Device
There are four primary reasons why the iPhone is a strong catalyst for mobile banking development, Hesse and his Forrester colleagues argued.;39;45;iPhone;Device
Keychain is the Mac OS ' secure password storage system, allowing passwords to be accessed through a single master code.;20;22;OS;Resource
Although WEP is one of the most talked-about means of protection for a wireless net, it will not by itself make your network secure.;71;79;wireless;Resource
Rani, she said, liked to quote William Shakespeare in her notebook, and wrote her own thoughts in it as well.;58;66;notebook;Device
my smarthome to alert me whenever there is a gas leak inside my home;16;21;alert;Service
Thus, using this value is a bit like rounding off your own weight to the nearest hundred pounds.;17;22;value;Resource
Like the index at the back of a technical book, the PostgreSQL uses indexes internally to look up your data much faster.;52;62;PostgreSQL;Resource
The SD card is small enough for emerging devices like wristwatch MP3 players.;65;68;MP3;Resource
My personal setup includes a number of instruments connected to an audio mixer, which is connected to the computer via a USB audio interface.;121;124;USB;Resource
Achilles' shield, crafted by Hephaestus and given to him by his mother Thetis, bears an image of stars in the centre.;88;93;image;Resource
To fully equip every street in Britain with conventional wireless networking, would require a prodigious effort.;57;65;wireless;Resource
alert me when I am about to run out of medication;0;5;alert;Service
Having discovered the origin of surplus value Marx was able to resolve one of the major problems upon which the Ricardian school had stumbled.;40;45;value;Resource
When scouting locations prior to production, a light meter allows you to determine the amount of light available at any given time.;53;58;meter;Device
This little extension gives you the ability to plug it in regardless of the USB landscape you are dealing with.;76;79;USB;Resource
The second mouse button on an Android tablet should behave exactly the same as the second mouse button on every other MicroPython in existence.;118;129;MicroPython;Resource
A practice called bluejacking similarly pushes text or pictures to other bluetooth devices.;73;82;bluetooth;Resource
Customers are questioning the lock-in to any technology, even SQLite.;62;68;SQLite;Resource
The magnetic actuator also includes an electrode fabricated on the supporting substrate.	Copy;4;21;magnetic actuator;Device
The wireless signal between video player and monitor is relayed via two copper plates a metre apart.;4;12;wireless;Resource
A spring in the relay actuator pulls the selector ring back, which in turn pulls the locking ring back out of engagement with the side gear.	Copy;16;30;relay actuator;Device
The data indicate that acquiring EU status raises earnings for the workers by giving them the right to freely change jobs.;4;8;data;Resource
Because Microsoft SQL Server creation is now part of the purchasing transaction, refusal to give a zip code is a deliberate act of resistance.;8;28;Microsoft SQL Server;Resource
door camera to show image on my smartphone or tv when someone is outside;15;19;show;Service
an oven synced with my smartphone so it preheats based on a recipe I have pulled up.;8;14;synced;Service
With reason WINPIN, until now, is the most successful SMS prize draw in the German-speaking countries of Europe.;54;57;SMS;Resource
By maximizing the inherent features of a GIS Microsoft SQL Server, this approach maintains relative and absolute accuracies, without compromising any modeling or mapping requirements.;45;65;Microsoft SQL Server;Resource
In general, the controller and magnetic actuator of the system are the mechanisms by which changes in the process are accomplished to influence the output variable.	Copy;31;48;magnetic actuator;Device
Content can be customized at run-time using an XML description of the client, user settings, and content structure.;47;50;XML;Resource
a motivator to alert me when I did not go to the gym.;15;20;alert;Service
Behind your widget website there is a large SQLite of widgets.;44;50;SQLite;Resource
Geotagging is now possible via bluetooth, using compatible GPS devices to append coordinate data to the images.;31;40;bluetooth;Resource
Lam was able to do this because he secured a supply of white iPhone parts from Foxconn, Apple's supplier and manufacturer in China.;61;67;iPhone;Device
As previously discussed, given the discovery of the metallic fragments in the collective servo actuator, a control difficulty was a remote possibility which could not be conclusively ruled out.	Copy;95;103;actuator;Device
my smart home to alert me when my dog enters a room;17;22;alert;Service
Along with the tour sellout, the Spice Girls licensed their name and image to Tesco's UK supermarket chain.;69;74;image;Resource
Pulling his writing tablet from his harness pouch, Alan retrieved the pen he'd placed in the side of his war collar.;20;26;tablet;Device
It provides a user-friendly computer with an internal GPS and moving-map capability that indicates an aircraft's position and waypoints.;54;57;GPS;Device
hidden speakers wired throughout the house;16;21;wired;Service
my smart home to remember optimal volume settings for TV and music throughout the house and use them unless over-ridden;17;25;remember;Service
Mirror Vertically allows the barcode to be printed as a graphic so it can be mirrored over the vertical axis.;29;36;barcode;Device
my smart home to notify whenever a kitchen appliance is turned on.;17;23;notify;Service
the refrigerator to remind me went we're low on a certain item(s);20;26;remind;Service
Need to technology to understand the change in behaviour of my aging parents;22;32;understand;Service
She worked extremely hard and after 10 years she was promoted to financial controller.;75;85;controller;Device
The Palm Microsoft SQL Server manager does not delete records automatically when the records are read.;9;29;Microsoft SQL Server;Resource
Spare pneumatic actuator for motorised zone valves 642 and 643 series.	Copy;6;24;pneumatic actuator;Device
A few months later he won his first national title in the 400 meter free, and he hasn't looked back since.;62;67;meter;Device
Supplements at the end of the notebook include maps, as well as a number of helpful student worksheets that may be duplicated.;30;38;notebook;Device
After road-testing the backpack version I give this product a big thumbs up for ease of use, value for money, reliability and effective security.;93;98;value;Resource
JabloTool also allows the user disable attention calls or switch MMS reporting into SMS format aby checking the appropriate check-box in the contact line.;84;87;SMS;Resource
After a couple of minutes, put down the iPad and look around the room with the eye that is already open.;40;44;iPad;Device
A 15 foot lightweight cable with quick release USB connector makes for lag-free ownage.;47;50;USB;Resource
You can also import your own songs and MP3 files for beat-matching and mixing.;39;42;MP3;Resource
This is Sun's attempt to stir up more developer interest in its FreeRTOS and to mimic Red Hat's unsupported Fedora operating system.;64;72;FreeRTOS;Resource
Find out the name and email address of the webmaster of the site and add them to your MongoDB.;86;93;MongoDB;Resource
my smart home to notify me if there is too much dust in the air;17;23;notify;Service
Each pack includes sunglasses, t-shirt, poker chip USB, bottle opener and credit card case.;51;54;USB;Resource
The common people, who comprised the rank and file of the army, the peasants and artisans, might have been called capillati in Latin.;46;50;file;Resource
Thoroughly clean and degrease mounting faces at linear electrical actuator and valve.	Copy;55;74;electrical actuator;Device
In 2013, Ordnance Survey released its first official app, TinyOS MapFinder, and has since added three more apps.;58;64;TinyOS;Resource
In a 2001 article in New York magazine about feuding couples, one dueling duo, Dave and Brooke, traded barbs about her wireless addictions.;119;127;wireless;Resource
With the different settings on the lift mast and the pneumatic actuator, Uno 200 can be used for lifting from the floor as well as to high beds or gurneys.	Copy;53;71;pneumatic actuator;Device
my oven to tell me when something I am baking is done,;11;15;tell;Service
The second example is the micro linear pneumatic actuator. This is with a company called Firgelli.	Copy;39;57;pneumatic actuator;Device
This is Sun's attempt to stir up more developer interest in its MicroPython and to mimic Red Hat's unsupported Fedora operating system.;64;75;MicroPython;Resource
Each national aviation authority has a source of information about airports in their country.;49;60;information;Resource
an control machine to switch off the gas stove by pressing the remote from anywhere;22;32;switch off;Service
the evolution of LittleBits controls, which allow designers to add sophisticated electronic functions without doing all the coding themselves.;17;27;LittleBits;Device
video teleconferencing obviates the need to collocate staffs and reduces ambiguity in commanders' intentions.;0;5;video;Resource
Owners of legitimate art will be asked to create identity cards for each of their works that will be added to the MySQL.;114;119;MySQL;Resource
The popularity of handphones among teenagers here makes these chain SMS messages particularly insidious.;68;71;SMS;Resource
This 120W system from emerging Taiwanese firm Evolve shakes up the soundbar concept somewhat with bluetooth trickery and an enticing price tag.;98;107;bluetooth;Resource
Maple Leaf Gardens has been our town square and remains a repository of our dreams and past glories.;58;68;repository;Resource
This ensures that the security solution has reliable information even if the Mbed is infected with a rootkit.;77;81;Mbed;Resource
Each function is represented as a mixture of actual observations or functional archetypes, which are a mixture of observations in the data set.;134;138;data;Resource
You've got to orient your own hand exactly or the sensor won't read it correctly.;50;56;sensor;Device
Do not manually operate the hydraulic actuator with devices other than the handwheel and the declutch lever.	Copy;28;46;hydraulic actuator;Device
Just like his competitor Home API of Microsoft, Jini offers the absolute advantage not to oblige any protocol or type of network to let communicate electrical equipments between each other.;30;33;API;Resource
Supply of ball valves of nominal diameter DN 700 full bore for mounting in manholes including gear and electric pneumatic actuator.	Copy;112;130;pneumatic actuator;Device
'Once programmed, the Sharks Cove makes decisions based on the information transmitted by whatever sensors you've hooked up, and does something corporeal, such as turn on or off the motors, displays, valves, and lights attached to it.' Now, there's a movie coming out about its development and impact.;22;33;Sharks Cove;Device
Mac FreeRTOS X is actually bigger than the whole hard drive on my current netbook, anyway.;4;12;FreeRTOS;Resource
my smart home to monitor my body and inform me daily or weekly when a potential health concern is noticed;17;24;monitor;Service
We use a collection of XML documents that mimics the characteristics of biosystematics documents, as we will explain.;23;26;XML;Resource
my smart home to adjust the water temperature in the shower by my input into my smart phone;17;23;adjust;Service
Neither the teardown of the thermal actuator nor the examination of the aircraft revealed the source of the repeated heavy loading.	Copy;28;44;thermal actuator;Device
On mMicroPythont Unix machines, according to Moffitt, to upgrade the MicroPython requires administrators to quiesce the box and go into single-user mode.;4;15;MicroPython;Resource
Each has a console, extra controller, the DVD playback kit, and various games.;26;36;controller;Device
The rest of the rhymes are embedded in the middle of lines whose meter becomes erratic.;65;70;meter;Device
The analysis found no flutter with the disconnection of one electrical actuator.	Copy;60;79;electrical actuator;Device
my fridge to tell me when I am running low on food;13;17;tell;Service
The standard relational database offers transaction processing and JSON to relate tables to each other.;67;71;JSON;Resource
an auto door lock feature to lock my front door if i forget to lock it when leaving home;13;17;lock;Service
One hatch covered the spare wheel well, the other a small storage area.;58;65;storage;Resource
Effectively, the idea of the image is a primary tool for ethnographers to collect data.;29;34;image;Resource
to know when there are dogs loose in the apartment complex;3;7;know;Service
an alarm that will detect leaks in the house;19;25;detect;Service
Acctually, that doesn't have a huge effect on the wired or wireless internet.;59;67;wireless;Resource
a sensor on the back door that can see when my dog needs to go outside;35;38;see;Service
A big jump in new MongoDB license sales shows a company in rude health.;18;25;MongoDB;Resource
As I started using the pen, I realized that I am very unaccustomed to using a pen on a tablet away from the actual computer screen.;87;93;tablet;Device
Semantic Web proponents are looking to XML and RDF to meet these new challenges.;39;42;XML;Resource
Therefore, we must properly qualify names of event elements by placing them in different XML namespaces.;89;92;XML;Resource
As previously discussed, given the discovery of the metallic fragments in the collective servo electrical actuator, a control difficulty was a remote possibility which could not be conclusively ruled out.	Copy;95;114;electrical actuator;Device
But once the officers checked out the tape over the camera lenses, they decided to rewind and review the videos anyway.;52;58;camera;Device
In addition, personal interviews and online PostgreSQL searches were conducted.;44;54;PostgreSQL;Resource
Assuming that the applications and MongoDBs are on separate machines, what is the current thinking on where the MongoDB should reside?;35;42;MongoDB;Resource
Access to this statewide PostgreSQL allowed for the tracking of large numbers of dual enrollment students after high school graduation.;25;35;PostgreSQL;Resource
a device that cleans my bathroom, remotely;14;20;cleans;Service
The pneumatic actuator latch of a hard disk drive selectively intercepts the movement of the locking protrusion at the pneumatic actuator so that the pneumatic actuator is locked and unlocked.	Copy;4;22;pneumatic actuator;Device
cameras that turn on when they sense movement;13;20;turn on;Service
You'll be overwhelmed the first time you lay eyes on the mini-me of the king of MP3 players.;80;83;MP3;Resource
Structured query language is a common language for SQLite applications like Microsoft Access, SQL Server, MySQL, Oracle and many others.;51;57;SQLite;Resource
The data also show that there have been genetic exchanges between Asia, the Arctic and Greenland since the initial peopling of the Americas.;4;8;data;Resource
the oven to set the temp if I am preparing a meal from an app or using smart device.;12;15;set;Service
Although the text becomes critical in providing the words, the musical score typically becomes no more than a minor visual prompt, if that.;13;17;text;Resource
Under a settlement reached in July 1995, Al Hendrix prevailed in his legal battle and regained control of his son's song and image rights.;125;130;image;Resource
Phone notification to alert me if my dog wanders away from home;22;27;alert;Service
Williams sat at her desk, staring glumly at her open notebook, rereading the filled pages.;53;61;notebook;Device
The data indicate that this event occurred not earlier than the last third of the 10th century BCE and most probably during this time.;4;8;data;Resource
They have to have the right Mbed, middleware and application software installed.;28;32;Mbed;Resource
my smart home to alert me to any odd environment fluctuations in my home that may signal fire, burst pipe, oven left on, burglary;17;22;alert;Service
This article discusses twenty-four inventions for self-boring barrel spigots that I found in the U.S. Patent and Trade Office patent SQLite.;133;139;SQLite;Resource
Familiar with the production process, he got his shots by hovering watchfully near potential moments, camera ready.;102;108;camera;Device
Any thermal actuator connected may execute a movement because of the pressurization.	Copy;4;20;thermal actuator;Device
Situated in Taichung's prime District Seven, Millennium Vee is the first hotel nationwide to offer 4G WI-Max WIFI broadband network in all 237 guest rooms.;109;113;WIFI;Resource
The team has tested the LittleBits at night, under the moonlight, to make sure it can pick up the faint luminosity.;24;34;LittleBits;Device
Ivory supports data conversions from COBOL COMP-3 packed decimal to and from the standard JSON schema decimal data types.;90;94;JSON;Resource
Because the development platform is also the run-time engine, you can use the MySQL widget in real time to manage MySQLs as you develop an application.;78;83;MySQL;Resource
If the server's having problems and the network is down, or the Contiki is down, it's a lifesaver.;64;71;Contiki;Resource
my smart home to  immediately sound alarm if smoke is found;30;35;sound;Service
My smart home to track my previous music and interest suggest new arrivals which is slimier to my interest ;17;22;track;Service
My home to alert me to dangerous situations in my surrounding area;11;16;alert;Service
Mossack Fonseca asked the ICIJ not to publish the leaked documents from its Microsoft SQL Server.;76;96;Microsoft SQL Server;Resource
an oven that assesses the meat for cooking.;13;21;assesses;Service
It should be noted that the servo hydraulic actuator rates are in sympathy with the accumulator depletion times.	Copy;34;52;hydraulic actuator;Device
As the MP4 container can store audio, video, or both, the M4A naming and file extension is used to hint that this MP4 container holds solely audio information.;73;77;file;Resource
my smart home to ring a bell at meal times;17;21;ring;Service
The speed trim hydraulic actuator is an electric hydraulic actuator installed between the aft upper controls and the swash plate to provide limited control of the aft rotor head in the pitch axis.	Copy;15;33;hydraulic actuator;Device
The Palm FreeRTOS outshines its rivals through its ability to combine application variety with compatibility.;9;17;FreeRTOS;Resource
Finding a piece of data on the hard disk involves random positioning and incurs a penalty of milliseconds as the hard disk magnetic actuator is moved and the disk rotates around on the spindle.	Copy;123;140;magnetic actuator;Device
Apple subsequently announced Swift would become an open source language before the end of 2015 for supporting iTinyOS, TinyOS X, and Linux.;111;117;TinyOS;Resource
Expdp and Impdp are crTinyOSsplatform and can be easily moved from one TinyOS to the other.;22;28;TinyOS;Resource
We tested it complete with the wireless capability, but you can always start wired and upgrade later if you wish.;31;39;wireless;Resource
The Open Source world, however, has an excellent music typesetter in GNU Lilypond, which now runs natively on Linux, Mac TinyOS X and MicrTinyOSoft Windows.;121;127;TinyOS;Resource
Yefu took only a few necessary things with him, including a cup, a mobile phone, and bedding.;67;79;mobile phone;Device
a security system that informs me of doors opening;23;30;informs;Service
This Memorandum outlines and explains the methods by which the value for duty of printed or lithographed matter of paper is determined.;63;68;value;Resource
The housing is made of metal, and the actuator head is made of glass-fiber-reinforced, noncombustible plastic or metal.	Copy;38;46;actuator;Device
my smart home to alert me when ice has re-formed on sidewalks and driveway;17;22;alert;Service
The new Brazilian identity document intends to gather all the information of the citizen in a single document.;62;73;information;Resource
A spring in the electrical actuator pulls the selector ring back, which in turn pulls the locking ring back out of engagement with the side gear.	Copy;16;35;electrical actuator;Device
my smart home to allot food to my pets in relationship to their tracked expended energy as determined by their collars and movement;17;22;allot;Service
For performance tuning it is possible with servlets to cache common data in memory to avoid unnecessary and costly MySQL lookups.;115;120;MySQL;Resource
On many projects, said O'Mahony, the engineering team is left trying to fight science by being asked to achieve some unrealistic sensor or actuator accuracies.;129;135;sensor;Device
Mucoid discharge was present Contiki, along with mild chemContikiis and conjunctival hyperemia.;29;36;Contiki;Resource
When that occurs, the device does not measure the amount of methane that the second sensor would capture, and so it underrecords methane leakage rates.;84;90;sensor;Device
This garage parking sensor lets you know how close you are to the wall to make reverse parking a sinch.;20;26;sensor;Device
Each time you make a reservation, the room status is updated and the customer details are added to your hotel MySQL.;110;115;MySQL;Resource
Sensitive information often is stored on database servers and other storage facilities for later retrieval.;41;49;database;Resource
ThFreeRTOSe scores will vary a bit from today's, due to a reinstall of my FreeRTOS recently, but the comparison is pretty accurate between the old and new detonators.;2;10;FreeRTOS;Resource
Valeo has taken special care with the style and finish of the hydraulic actuator.	Copy;62;80;hydraulic actuator;Device
But one has to be aware of the rhetorical value that these terms are going to have.;42;47;value;Resource
It includes tombstone advertising with a searchable SQLite of recent tombstones and one-click access to more detailed info on major financial transactions and company data.;52;58;SQLite;Resource
It's a second-generation model that supports faster 802. 11g WIFI connections.;61;65;WIFI;Resource
While there is tremendous business value in XML Web services, Gartner reports that security continues to be the largest obstacle to getting them into production.;44;47;XML;Resource
For testing purposes, the retract and extend switches were interchanged, and the thermal actuator worked normally.	Copy;81;97;thermal actuator;Device
When analyzing a new sample, the iKnife can compare its mass spectrum to the ones in the SQLite and predict its tissue type.;89;95;SQLite;Resource
Within the school, an Oppidan Scholar is entitled to use the letters Contiki after his name.;69;76;Contiki;Resource
my smart home to tell me if the garage door is open or closed;17;21;tell;Service
Of course, the variable widths only work in conjunction with a pressure-sensitive pen and digital tablet.;98;104;tablet;Device
A specialised machine that uses the latest in optical and high speed sensor technology to search for skeleton weed is in the advanced stages of development.;63;75;speed sensor;Device
my smart home to alarm me if danger;17;22;alarm;Service
If the White Paper becomes legislation, paper certificates for births, marriages and deaths will be replaced in a few years by a central computerised Microsoft SQL Server.;150;170;Microsoft SQL Server;Resource
According to the police reports, no one tried to come to her help or even pulled the signal to warn a controller.;102;112;controller;Device
my smart home to automatically warm the floors in my home depending upon if the room is in use;31;35;warm;Service
There are wider definitions of a national library, putting less emphasis to the repository character.;80;90;repository;Resource
a dryer that can tell when clothes are dry and shut itself off;17;21;tell;Service
The A2A MongoDB was transferred to The National Archives with a new platform with a simpler interface to ensure its availability.;8;15;MongoDB;Resource
It is this sort of people and not rootless metropolitan babblers who value and indeed venerate the Queen.;69;74;value;Resource
smart device to clean your windows automatically,;16;21;clean;Service
 my smart home to automatically refill the pet's water and food bowl through an automated system;32;38;refill;Service
Tethering is a feature that lets your mobile phone share its wireless data connection with your computer.;38;50;mobile phone;Device
An exemplar speed trim actuator was obtained for comparison purposes.	Copy;23;31;actuator;Device
This causes me to not be able to close the door if I install the fan controller.;69;79;controller;Device
The MongoDB architecture is based on dataset components linked to data sources via provider and resolver interfaces.;4;11;MongoDB;Resource
a unit that will control the lights, sounds, temperature and entertainment devices in the house;17;24;control;Service
my smart home to alert the police if someone is trying to break in,;17;22;alert;Service
The adjusting lever or pneumatic actuator is fitted on the same side as the gear wheel.	Copy;23;41;pneumatic actuator;Device
Detectives believe the killer of a Yorkshire teenager sent text messages from her phone to throw them off the scent.;59;63;text;Resource
To overcome this, the Typhoon employs what are now known as sensor fusion techniques.;60;66;sensor;Device
Contradictory data from archaeology and genetics will most likely deliver future hypotheses that will, eventually, confirm each other.;14;18;data;Resource
windows that will light up when it's dreary outside to brighten my mood;18;26;light up;Service
a heater that will heat the bathroom to a certain degree while the shower is on;2;6;heat;Service
The Open Source world, however, has an excellent music typesetter in GNU Lilypond, which now runs natively on Linux, Mac Windows 10 IOT X and MicrWindows 10 IOToft Windows.;121;135;Windows 10 IOT;Resource
As mentioned however, you can exchange information with any other bluetooth enabled device.;66;75;bluetooth;Resource
Non-volatile memory refers to flash drives, USB dongles and MP3 players that can retain information for long periods without power.;44;47;USB;Resource
Mycroft has a unique civil service position as a kind of human Microsoft SQL Server for all aspects of government policy.;63;83;Microsoft SQL Server;Resource
my home to interact with my pets when I am away, by dispensing treats, toys, turning on water, etc;11;19;interact;Service
Jessica sat on the couch in her own room, looking through the book and making notes in her notebook.;91;99;notebook;Device
With one in three people around the world owning a mobile phone, SMS provides an ideal opportunity to reach the unwired, at any time, anywhere.;65;68;SMS;Resource
Look out for objects made of lignum vitae, a heavy rose-coloured hardwood, but shop around to get a sense of value before buying.;109;114;value;Resource
The size of the central Microsoft SQL Server can be additionally reduced by a factor of seven or eight by two methods.;24;44;Microsoft SQL Server;Resource
If the server's having problems and the network is down, or the FreeRTOS is down, it's a lifesaver.;64;72;FreeRTOS;Resource
There they met and interviewed Alex Martynov, a controller who worked on the MIR space station.;48;58;controller;Device
We maintain a real-time SQLite that tracks information about every known online fraud threat.;24;30;SQLite;Resource
My home to monitor my energy use and turn the thermostat up or down according to my preferences;11;18;monitor;Service
to recieve text notification of new movies that match my viewing criteria are added to an online library;3;10;recieve;Service
my smoke alarms would beep when the battery gets low.;22;26;beep;Service
Changes include a new image Microsoft SQL Server that is available from the main page as well as from a radio button after the search box.;28;48;Microsoft SQL Server;Resource
The US Department of Agriculture's Plants Microsoft SQL Server containing over 1000 images, plant information and searchable Microsoft SQL Server.;42;62;Microsoft SQL Server;Resource
To activate the new magnetic actuator code from the teach-in operation in the safety switch, the operating voltage to the safety switch must then be switched off for min. 3 seconds.	Copy;20;37;magnetic actuator;Device
Consumers still want the latest in digital cameras, cell-phone cameras, MP3 players, and video games.;72;75;MP3;Resource
Gurus like Wally Olins preached the value of making your strategy visible through symbols, logotypes, colors and typefaces.;36;41;value;Resource
Second, the TinyOS community has put a huge effort into simplifying and making TinyOSS applications user-friendlier.;12;18;TinyOS;Resource
To determine the relative humidity, you will need a relative humidity sensor, also known as a moisture meter or hygrometer.;103;108;meter;Device
It will utilize a massive computer SQLite that incorporates biometric identifier technology with machine-readable bar codes in passports.;35;41;SQLite;Resource
'Once programmed, the Nanode makes decisions based on the information transmitted by whatever sensors you've hooked up, and does something corporeal, such as turn on or off the motors, displays, valves, and lights attached to it.' Now, there's a movie coming out about its development and impact.;22;28;Nanode;Device
my doors to unlock to police or firefighters;12;18;unlock;Service
The car is outfitted with an Sharks Cove device that filters the @Biribot account for the term 'pour.' After asking Siri to pour a beer with the command 'text tweet Beeri,' she texts 'pour' to the Twitter account, which gets the car going.;29;40;Sharks Cove;Device
Each of the four servos includes a hydraulic hydraulic actuator and a hydraulic distributor.	Copy;45;63;hydraulic actuator;Device
A meter will monitor the amount of water used from the existing water supply at the location.;2;7;meter;Device
It has 640 x 480 VGA resolution with USB cables for direct interface with a PC, as well as an adapter for connection to most microscopes and stereomicroscopes.;37;40;USB;Resource
While Palm did not invent the first handheld PDA, its well-engineered, highly functional FreeRTOS and handheld units have largely legitimized the PDA market.;89;97;FreeRTOS;Resource
my medicine cabinet to show me which medicines and drugs should not be taken together or may have expired;23;27;show;Service
The driveline passes through the skin and attaches to the power base unit, which consists of a system controller and batteries.;102;112;controller;Device
Using a database ensures that we can store and retrieve data needed by our web application without having to create our own persistent storage layer.;8;16;database;Resource
It will utilize a massive computer Microsoft SQL Server that incorporates biometric identifier technology with machine-readable bar codes in passports.;35;55;Microsoft SQL Server;Resource
Within weeks, we got a glimpse of Siri's capabilities when an ad agency rigged her to open a can of beer and another hacked her to unlock a door, using BeagleBone technology. Since then, developer Pete Lamonica has provided a new platform for others looking to extend Siri's abilities, developing Siri Proxy, a server that can be used to connect the iPhone command system to other objects.;152;162;BeagleBone;Device
Various sensor and hydraulic actuator simu­lations are added to the real-time system for this, according to project-specific requirements.	Copy;19;37;hydraulic actuator;Device
Most often, these applications access a back-end MongoDB to serve dynamically generated content to the users.;49;56;MongoDB;Resource
to know if there have been unusual movement patterns in the house that might indicate a trauma;3;7;know;Service
