word,category
Eve Light Switch,ACTUATOR
Fisher™ D4 Control Valve,ACTUATOR
Dynalock 3101B Electric Strike,ACTUATOR
Faulhaber BXT family brushless motors,ACTUATOR
arduino,ACTUATOR
Yamaha NS-AW150 speakers,ACTUATOR
Dayton Audio Full Range Speakers,ACTUATOR
Dayton 1HKL7,ACTUATOR
Fisher™ GX Control Valve,ACTUATOR
Eufy BoostIQ RoboVac 30C,ACTUATOR
Eufy Lumos Smart LED light bulbs,ACTUATOR
Yeelight LED bulbs,ACTUATOR
Dyson Pure Hot + Cool Air Purifier,ACTUATOR
Supermicro SuperServer,NETWORK_RESOURCE
SurgeMail,NETWORK_RESOURCE
IBM Power Systems servers with IBM i,NETWORK_RESOURCE
Microsoft Azure Web App,NETWORK_RESOURCE
Varnish Cache Proxy Server,NETWORK_RESOURCE
Yandex DNS,NETWORK_RESOURCE
F5 BIG-IP Load Balancer,NETWORK_RESOURCE
Lighttpd,NETWORK_RESOURCE
Limelight Networks CDN,NETWORK_RESOURCE
FreeNAS,NETWORK_RESOURCE
Microsoft Exchange Server,NETWORK_RESOURCE
Western Digital My Cloud,NETWORK_RESOURCE
Microsoft DNS Server,NETWORK_RESOURCE
Gunicorn,NETWORK_RESOURCE
Linux file server,NETWORK_RESOURCE
LiteSpeed Web Server with Proxy Module,NETWORK_RESOURCE
Zimbra Collaboration Suite,NETWORK_RESOURCE
hMailServer,NETWORK_RESOURCE
Verizon Media Platform CDN,NETWORK_RESOURCE
Fortinet FortiClient,NETWORK_RESOURCE
Fortinet FortiADC,NETWORK_RESOURCE
HAProxy Load Balancer and Proxy Server,NETWORK_RESOURCE
HAProxy,NETWORK_RESOURCE
H2O HTTP/2 Server with Proxy Module,NETWORK_RESOURCE
LiteSpeed Web Server,NETWORK_RESOURCE
BlueCat DNS,NETWORK_RESOURCE
Scalix,NETWORK_RESOURCE
StackPath CDN,NETWORK_RESOURCE
image,NETWORK_RESOURCE
SmarterMail,NETWORK_RESOURCE
Amazon CloudFront,NETWORK_RESOURCE
NetApp FAS (Fabric-Attached Storage),NETWORK_RESOURCE
Apache HTTP Server,NETWORK_RESOURCE
Secure64 DNS,NETWORK_RESOURCE
Amazon Elastic Load Balancer (ELB),NETWORK_RESOURCE
Amazon Route 53 DNS,NETWORK_RESOURCE
BIND (Berkeley Internet Name Domain),NETWORK_RESOURCE
Seagate Personal Cloud,NETWORK_RESOURCE
MailEnable,NETWORK_RESOURCE
Google Web Server (GWS),NETWORK_RESOURCE
Node.js (with appropriate HTTP server module),NETWORK_RESOURCE
Simple DNS Plus,NETWORK_RESOURCE
Amazon Web Services (AWS) Elastic Beanstalk,NETWORK_RESOURCE
Fastly CDN,NETWORK_RESOURCE
Axigen Mail Server,NETWORK_RESOURCE
MaxCDN (now StackPath),NETWORK_RESOURCE
Fastly Edge Cloud Platform,NETWORK_RESOURCE
Nginx Proxy Server,NETWORK_RESOURCE
IBM HTTP Server (IHS),NETWORK_RESOURCE
SonicWall Global VPN Client,NETWORK_RESOURCE
Barracuda Load Balancer ADC,NETWORK_RESOURCE
Google Cloud Load Balancer,NETWORK_RESOURCE
Envoy Proxy,NETWORK_RESOURCE
Squid Proxy Server,NETWORK_RESOURCE
repository,NETWORK_RESOURCE
Palo Alto Networks GlobalProtect,NETWORK_RESOURCE
Firebase Hosting,NETWORK_RESOURCE
GlassFish Server,NETWORK_RESOURCE
HP ProLiant ML Server Series,NETWORK_RESOURCE
Google App Engine,NETWORK_RESOURCE
Akamai CDN,NETWORK_RESOURCE
Akamai Fast DNS,NETWORK_RESOURCE
Microsoft Azure Load Balancer,NETWORK_RESOURCE
Google Cloud CDN,NETWORK_RESOURCE
Google Cloud DNS,NETWORK_RESOURCE
Alibaba Cloud CDN,NETWORK_RESOURCE
Microsoft Azure CDN,NETWORK_RESOURCE
Oracle SPARC Servers,NETWORK_RESOURCE
Oracle HTTP Server,NETWORK_RESOURCE
Oracle Dyn DNS,NETWORK_RESOURCE
Oracle Communications Messaging Server,NETWORK_RESOURCE
OpenVPN Access Server,NETWORK_RESOURCE
Apache HTTP Server with Proxy Module,NETWORK_RESOURCE
OpenShift by Red Hat,NETWORK_RESOURCE
OpenDNS,NETWORK_RESOURCE
HPE ProLiant DL380 Server,NETWORK_RESOURCE
PostgreSQL,NETWORK_RESOURCE
WildFly (formerly JBoss),NETWORK_RESOURCE
Dell EMC PowerVault,NETWORK_RESOURCE
Resin Server,NETWORK_RESOURCE
NGINX Plus,NETWORK_RESOURCE
Unbound DNS,NETWORK_RESOURCE
Array Networks APV Series,NETWORK_RESOURCE
Dell PowerEdge R Series Servers,NETWORK_RESOURCE
NAS (Network Attached Storage) devices,NETWORK_RESOURCE
JSON,NETWORK_RESOURCE
MySQL,NETWORK_RESOURCE
Jetty,NETWORK_RESOURCE
Radware LinkProof NG,NETWORK_RESOURCE
DigitalOcean App Platform,NETWORK_RESOURCE
Juniper Networks Pulse Secure,NETWORK_RESOURCE
Radware FastView,NETWORK_RESOURCE
Radware Alteon ADC,NETWORK_RESOURCE
F5 BIG-IP Proxy Server,NETWORK_RESOURCE
Rackspace CDN,NETWORK_RESOURCE
Tencent Cloud CDN,NETWORK_RESOURCE
Kemp Edge Security Pack (ESP),NETWORK_RESOURCE
Kemp LoadMaster,NETWORK_RESOURCE
Kerio Connect,NETWORK_RESOURCE
NGINX Plus Proxy Server,NETWORK_RESOURCE
VMware Zimbra,NETWORK_RESOURCE
SQLite,NETWORK_RESOURCE
data repository,NETWORK_RESOURCE
Exim Mail Server,NETWORK_RESOURCE
IBM Domino Server,NETWORK_RESOURCE
IBM Cloud CDN,NETWORK_RESOURCE
A10 Networks Thunder ADC,NETWORK_RESOURCE
Huawei FusionServer Pro,NETWORK_RESOURCE
video,NETWORK_RESOURCE
SMS,NETWORK_RESOURCE
IceWarp Mail Server,NETWORK_RESOURCE
GPS location,NETWORK_RESOURCE
Imperva CDN,NETWORK_RESOURCE
NS1 DNS,NETWORK_RESOURCE
Traefik Reverse Proxy and Load Balancer,NETWORK_RESOURCE
Incapsula CDN,NETWORK_RESOURCE
Infoblox DNS,NETWORK_RESOURCE
Tornado Server,NETWORK_RESOURCE
Tomcat Server (Apache Tomcat),NETWORK_RESOURCE
Fujitsu Primergy Servers,NETWORK_RESOURCE
UltraDNS,NETWORK_RESOURCE
Sendmail,NETWORK_RESOURCE
Tinyproxy,NETWORK_RESOURCE
data,NETWORK_RESOURCE
database,NETWORK_RESOURCE
Hiawatha Web Server,NETWORK_RESOURCE
KeyCDN,NETWORK_RESOURCE
Knot DNS,NETWORK_RESOURCE
CacheFly CDN,NETWORK_RESOURCE
QNAP Turbo NAS,NETWORK_RESOURCE
Google Workspace (formerly G Suite),NETWORK_RESOURCE
Pulse Secure Pulse Virtual Traffic Manager (formerly known as Brocade vTM),NETWORK_RESOURCE
Privoxy Proxy Server,NETWORK_RESOURCE
Apache Traffic Server,NETWORK_RESOURCE
PowerDNS,NETWORK_RESOURCE
CDN77,NETWORK_RESOURCE
Pound Reverse Proxy and Load Balancer,NETWORK_RESOURCE
Avi Networks Load Balancer,NETWORK_RESOURCE
Postfix Mail Server,NETWORK_RESOURCE
Polipo Proxy Server,NETWORK_RESOURCE
Microsoft Windows Server,NETWORK_RESOURCE
Microsoft SQL Server,NETWORK_RESOURCE
Synology DiskStation,NETWORK_RESOURCE
Microsoft Internet Security and Acceleration (ISA) Server,NETWORK_RESOURCE
BunnyCDN,NETWORK_RESOURCE
Abyss Web Server,NETWORK_RESOURCE
Lenovo ThinkSystem Servers,NETWORK_RESOURCE
Brocade ServerIron ADX,NETWORK_RESOURCE
Microsoft Internet Information Services (IIS),NETWORK_RESOURCE
Artica Proxy Server,NETWORK_RESOURCE
Caddy Server with Proxy Module,NETWORK_RESOURCE
Caddy Server,NETWORK_RESOURCE
API,NETWORK_RESOURCE
CommuniGate Pro,NETWORK_RESOURCE
Heroku,NETWORK_RESOURCE
Cloudflare Workers,NETWORK_RESOURCE
Cloudflare DNS,NETWORK_RESOURCE
Cloudflare CDN,NETWORK_RESOURCE
Citrix NetScaler Proxy Server,NETWORK_RESOURCE
MongoDB,NETWORK_RESOURCE
Citrix ADC (formerly NetScaler ADC),NETWORK_RESOURCE
Citadel,NETWORK_RESOURCE
Cisco Umbrella DNS,NETWORK_RESOURCE
XML,NETWORK_RESOURCE
Atmail,NETWORK_RESOURCE
Cisco UCS (Unified Computing System) Servers,NETWORK_RESOURCE
Cisco AnyConnect,NETWORK_RESOURCE
CherryPy,NETWORK_RESOURCE
Cherokee Web Server,NETWORK_RESOURCE
Check Point Endpoint Security VPN,NETWORK_RESOURCE
Quad9 DNS,NETWORK_RESOURCE
Cisco Application Control Engine (ACE),NETWORK_RESOURCE
Nginx,NETWORK_RESOURCE
mbedtls (Cryptographic library),ON_DEVICE_RESOURCE
Apache Mynewt,ON_DEVICE_RESOURCE
Android Things,ON_DEVICE_RESOURCE
Arduino Uno,ON_DEVICE_RESOURCE
Nest Thermostat,ON_DEVICE_RESOURCE
lwIP (Lightweight IP stack),ON_DEVICE_RESOURCE
Apple Siri,ON_DEVICE_RESOURCE
Apple HomePod,ON_DEVICE_RESOURCE
FreeRTOS,ON_DEVICE_RESOURCE
NodeMCU,ON_DEVICE_RESOURCE
the Built-in Applications,ON_DEVICE_RESOURCE
the Device Drivers,ON_DEVICE_RESOURCE
STMicroelectronics ST25TA,ON_DEVICE_RESOURCE
STMicroelectronics Microcontroller Driver,ON_DEVICE_RESOURCE
RFMicron Magnus,ON_DEVICE_RESOURCE
RIOT,ON_DEVICE_RESOURCE
the Firmware,ON_DEVICE_RESOURCE
the Operating Systems,ON_DEVICE_RESOURCE
AMS AS39513,ON_DEVICE_RESOURCE
STM32 Discovery,ON_DEVICE_RESOURCE
Raspberry Pi,ON_DEVICE_RESOURCE
the TAG Storage,ON_DEVICE_RESOURCE
Raspbian (Raspberry Pi OS),ON_DEVICE_RESOURCE
Realtek Audio Driver,ON_DEVICE_RESOURCE
Ring Video Doorbell,ON_DEVICE_RESOURCE
Fujitsu MB89R112,ON_DEVICE_RESOURCE
value,ON_DEVICE_RESOURCE
wireless,ON_DEVICE_RESOURCE
the System Libraries,ON_DEVICE_RESOURCE
text,ON_DEVICE_RESOURCE
Qualcomm Snapdragon Modem Driver,ON_DEVICE_RESOURCE
ARM mbed OS,ON_DEVICE_RESOURCE
Nordic Semiconductor Bluetooth Low Energy (BLE) Driver,ON_DEVICE_RESOURCE
Nordic nRF52,ON_DEVICE_RESOURCE
NuttX,ON_DEVICE_RESOURCE
Amazon Echo Show,ON_DEVICE_RESOURCE
OS,ON_DEVICE_RESOURCE
Amazon Alexa,ON_DEVICE_RESOURCE
OpenThread,ON_DEVICE_RESOURCE
Alien Higgs,ON_DEVICE_RESOURCE
Google Assistant,ON_DEVICE_RESOURCE
Particle Photon,ON_DEVICE_RESOURCE
Adafruit Feather,ON_DEVICE_RESOURCE
Philips Hue,ON_DEVICE_RESOURCE
Philips Hue Bridge,ON_DEVICE_RESOURCE
storage,ON_DEVICE_RESOURCE
Windows 10 IOT,ON_DEVICE_RESOURCE
Windows 10 IoT Core,ON_DEVICE_RESOURCE
Samsung Printer Driver,ON_DEVICE_RESOURCE
Wink Hub,ON_DEVICE_RESOURCE
Samsung Bixby,ON_DEVICE_RESOURCE
Google Nest Hub,ON_DEVICE_RESOURCE
NXP MIFARE Ultralight,ON_DEVICE_RESOURCE
Mbed Linux OS,ON_DEVICE_RESOURCE
Logitech Webcam Driver,ON_DEVICE_RESOURCE
Eclipse Wakaama (LWM2M library),ON_DEVICE_RESOURCE
Epson Scanner Driver,ON_DEVICE_RESOURCE
Intel Graphics Driver,ON_DEVICE_RESOURCE
Intel Galileo,ON_DEVICE_RESOURCE
TinyOS,ON_DEVICE_RESOURCE
information,ON_DEVICE_RESOURCE
Tizen for IoT,ON_DEVICE_RESOURCE
Bose SoundTouch,ON_DEVICE_RESOURCE
Infineon SLE66R35,ON_DEVICE_RESOURCE
libcoap (CoAP library),ON_DEVICE_RESOURCE
Impinj Monza,ON_DEVICE_RESOURCE
EmbedOS,ON_DEVICE_RESOURCE
libcurl (URL transfer library),ON_DEVICE_RESOURCE
libjson-c (JSON library),ON_DEVICE_RESOURCE
libmodbus (Modbus library),ON_DEVICE_RESOURCE
Sonos Wireless Speakers,ON_DEVICE_RESOURCE
Sony FeliCa,ON_DEVICE_RESOURCE
Ecobee Smart Thermostat,ON_DEVICE_RESOURCE
IoTivity,ON_DEVICE_RESOURCE
BeagleBone Black,ON_DEVICE_RESOURCE
Canon Camera Driver,ON_DEVICE_RESOURCE
Contiki,ON_DEVICE_RESOURCE
Contiki-NG (Networking stack),ON_DEVICE_RESOURCE
Zephyr Project,ON_DEVICE_RESOURCE
Cypress PSoC,ON_DEVICE_RESOURCE
MP3,ON_DEVICE_RESOURCE
libmosquitto (MQTT library),ON_DEVICE_RESOURCE
MP4,ON_DEVICE_RESOURCE
Cypress USB Driver,ON_DEVICE_RESOURCE
Texas Instruments Sensor Driver,ON_DEVICE_RESOURCE
Texas Instruments Tag-it,ON_DEVICE_RESOURCE
Lutron Caseta Wireless Smart Bridge,ON_DEVICE_RESOURCE
ThreadX,ON_DEVICE_RESOURCE
Logitech Harmony Hub,ON_DEVICE_RESOURCE
EM Microelectronic EM4325,ON_DEVICE_RESOURCE
Texas Instruments LaunchPad,ON_DEVICE_RESOURCE
libprotobuf-c (Protocol Buffers library),ON_DEVICE_RESOURCE
SmartThings Hub,ON_DEVICE_RESOURCE
libuv (Asynchronous I/O library),ON_DEVICE_RESOURCE
libssh (SSH library),ON_DEVICE_RESOURCE
Synaptics Touchpad Driver,ON_DEVICE_RESOURCE
Microsoft Xbox Controller Driver,ON_DEVICE_RESOURCE
Eclipse Kura,ON_DEVICE_RESOURCE
August Smart Lock,ON_DEVICE_RESOURCE
Atmel Wi-Fi Driver,ON_DEVICE_RESOURCE
USB,ON_DEVICE_RESOURCE
Atmel AVR,ON_DEVICE_RESOURCE
Atmel ATA5577,ON_DEVICE_RESOURCE
Mongoose OS,ON_DEVICE_RESOURCE
ESP8266,ON_DEVICE_RESOURCE
Murata Magicstrap,ON_DEVICE_RESOURCE
Yocto Project,ON_DEVICE_RESOURCE
NVIDIA GeForce Driver,ON_DEVICE_RESOURCE
file,ON_DEVICE_RESOURCE
Microchip Technology PIC16F59,ON_DEVICE_RESOURCE
Microsoft Cortana,ON_DEVICE_RESOURCE
Ubuntu Core,ON_DEVICE_RESOURCE
Maxim Integrated DS1971,ON_DEVICE_RESOURCE
Mbed,ON_DEVICE_RESOURCE
libzmq (ZeroMQ library),ON_DEVICE_RESOURCE
Silicon Labs Zigbee Driver,ON_DEVICE_RESOURCE
MediaTek GPS Driver,ON_DEVICE_RESOURCE
bluetooth,ON_DEVICE_RESOURCE
Broadcom Wireless Driver,ON_DEVICE_RESOURCE
Broadcom Bluetooth Driver,ON_DEVICE_RESOURCE
MicroPython,ON_DEVICE_RESOURCE
Microchip Ethernet Driver,ON_DEVICE_RESOURCE
Microchip PIC,ON_DEVICE_RESOURCE
WIFI,ON_DEVICE_RESOURCE
Silicon Labs Gecko,ON_DEVICE_RESOURCE
eufy Smart Scale C1,SENSOR
telemeter sensor,SENSOR
TEMT6000,SENSOR
TSL2561,SENSOR
VCNL4010,SENSOR
temperature sensor,SENSOR
Withings ScanWatch,SENSOR
Withings Body+ Smart Scale,SENSOR
SainSmart CCS811 Air Quality Sensor Breakout,SENSOR
TP-Link Kasa Smart Wi-Fi Motion Sensor,SENSOR
SainSmart pH Sensor Module Kit,SENSOR
TMP36,SENSOR
Sainsmart TCS230 TCS3200 color sensor,SENSOR
TMD2671 Ambient Light/Proximity Sensor,SENSOR
VEML6030,SENSOR
TSL2591,SENSOR
ST Microelectronics LSM9DS1 9-Axis Sensor Module,SENSOR
Taidacent Digital Sound Level Meter Sensor,SENSOR
SHT31-D Temperature and Humidity Sensor,SENSOR
SHT31-D Temperature and Humidity Sensor Module,SENSOR
US-100 Ultrasonic Sensor Module,SENSOR
SI1145,SENSOR
wind sensor,SENSOR
US-015 Ultrasonic Sensor Module,SENSOR
biometric sensor,SENSOR
YL-69 Soil Hygrometer Humidity Detection Module Moisture Sensor,SENSOR
YGC-CO2-20 sensor module,SENSOR
Ubidots CO2 Sensor,SENSOR
SPECTRO2 Color Sensor,SENSOR
cueing sensor,SENSOR
digital capacitive soil moisture sensor,SENSOR
SR-04T Waterproof Ultrasonic Sensor,SENSOR
ecobee SmartThermostat with Voice Control,SENSOR
SRF08 Ultrasonic Range Finder,SENSOR
TCS34725 RGB color sensor module,SENSOR
thermostat,SENSOR
distance sensors,SENSOR
STC-Color Sensor TSC3200-based color recognition module,SENSOR
SHT20 Soil Moisture Sensor,SENSOR
Thermopile sensor,SENSOR
accelerometer,SENSOR
The KX023 accelerometer sensor,SENSOR
Telaire T6713 CO2 Sensor,SENSOR
Telaire T6613 CO2 Sensor Module,SENSOR
Tanita BC554 Ironman Body Composition Monitor,SENSOR
STS21,SENSOR
STTS22H Magnetometer,SENSOR
Taidacent Infrared Temperature Sensor MLX90614ESF-BAA,SENSOR
TicWatch E3,SENSOR
TCS34725 RGB Sensor Module,SENSOR
Sensi Wi-Fi Smart Thermostat,SENSOR
Winsen MH-Z19B CO2 Sensor,SENSOR
motion sensors,SENSOR
image sensor,SENSOR
optical sensor,SENSOR
oxygen sensor,SENSOR
Sound Detection Sensor Module,SENSOR
Yunmai Premium Smart Scale,SENSOR
imaging sensor,SENSOR
SparkFun Flex Sensor 2.2,SENSOR
ZE25-O3 sensor,SENSOR
SparkFun Pressure Sensor Breakout - MS5803-14BA,SENSOR
pH Meter with Probe Kit,SENSOR
SparkFun Proximity Sensor Breakout,SENSOR
SparkFun RGB and Gesture Sensor - APDS-9960,SENSOR
SparkFun SoftPot Membrane Potentiometer 100mm,SENSOR
SparkFun Flex Sensor 4.5,SENSOR
Schneider Electric Wiser Air Wi-Fi Smart Thermostat,SENSOR
Scosche Rhythm+ Heart Rate Monitor Armband,SENSOR
laser sensor,SENSOR
Senseair Sunrise CO2 Sensor Module,SENSOR
Sharp GP2Y0A02YK0F IR Distance Sensor,SENSOR
Sharp GP2Y0A21YK0F Infrared Proximity Sensor,SENSOR
Sharp GP2Y0A60SZLF Analog Distance Sensor,SENSOR
Senba Sensing Technology Sound Sensor Module,SENSOR
Seeedstudio Sound Sensor v1.2,SENSOR
Seeedstudio Grove - Water Sensor,SENSOR
Wahoo TICKR Heart Rate Monitor,SENSOR
Seeedstudio Grove - RGB Color Sensor,SENSOR
Si7021 Temperature and Humidity Sensor,SENSOR
meter,SENSOR
light sensor,SENSOR
Water Level Sensor,SENSOR
SimpliSafe Entry Sensor,SENSOR
moisture sensor,SENSOR
SparkFun SoftPot Membrane Potentiometer 200mm,SENSOR
TCS3200D color sensor,SENSOR
SparkFun SoftPot Membrane Potentiometer 500mm,SENSOR
SparkFun Sound Detector,SENSOR
Sensirion SHTC3 sensor,SENSOR
Vernier pH Sensor,SENSOR
Samsung SmartThings Multipurpose Sensor,SENSOR
Vegetronix VH400 soil moisture sensor,SENSOR
gas sensors,SENSOR
flow sensor,SENSOR
smartwatch,SENSOR
speed sensor,SENSOR
VEML6075 UVA/B Sensor,SENSOR
fingerprint sensor,SENSOR
TCS230 TCS3200 Color Recognition Sensor,SENSOR
TCS3200 Color Sensor Module,SENSOR
Samsung Galaxy Watch4,SENSOR
Winsen MH-Z14A NDIR CO2 Sensor,SENSOR
Vee Gee Scientific Soil Moisture Meter,SENSOR
sensor,SENSOR
hyperspectral sensor,SENSOR
Suunto Smart Sensor Heart Rate Monitor,SENSOR
pH Probe Interface,SENSOR
pH Sensor Kit with BNC Connector,SENSOR
photoelectric sensor,SENSOR
SparkFun Triple Axis Magnetometer Breakout - MAG3110,SENSOR
Spectra Symbol Flex Sensor 2.2,SENSOR
Spectra Symbol Flex Sensor 4.5,SENSOR
pressure sensor,SENSOR
Spectra Symbol SoftPot Membrane Potentiometer 100mm,SENSOR
Spectra Symbol SoftPot Membrane Potentiometer 200mm,SENSOR
radiometer sensor,SENSOR
rain sensor,SENSOR
Spectra Symbol SoftPot Membrane Potentiometer 500mm,SENSOR
Spectra Symbol SoftPot Membrane Potentiometer 50mm,SENSOR
Vishay VCNL4010 proximity/light sensor,SENSOR
Vishay TCRT5000L Reflective Optical Sensor,SENSOR
SparkFun SoftPot Membrane Potentiometer 50mm,SENSOR
SHT20 Digital Temperature and Humidity Sensor,SENSOR
100Amp AC/DC Current Sensor Module,SENSOR
SGX Sensortech SGX-ICE IC Enhanced CO2 Sensor,SENSOR
Gravity: Analog Capacitive Soil Moisture Sensor - Corrosion Resistant -REV 2.0,SENSOR
Gravity: Analog RGB Sensor,SENSOR
Gravity: Analog pH Sensor/Meter Pro Kit,SENSOR
GreaterGoods WiFi Smart Body Composition Scale,SENSOR
Grove - I2C Color Sensor V2.0,SENSOR
Grove - ±5A DC/AC current sensor,SENSOR
Grove Infrared Temperature Sensor,SENSOR
Grove Moisture Sensor,SENSOR
Grove SCD30 sensor,SENSOR
Grove Sound Sensor,SENSOR
HC-SR04 Ultrasonic Sensor,SENSOR
HC-SR04 Ultrasonic Sensor Module,SENSOR
HC-SR05 Ultrasonic Sensor Module,SENSOR
HC-SR501 Human Sensor Module,SENSOR
HC-SR501 Infrared PIR Motion Sensor Module,SENSOR
HC-SR505 Mini Infrared PIR Motion Sensor,SENSOR
HDC1000,SENSOR
HDC1080 sensor,SENSOR
HIH4030 Humidity Sensor,SENSOR
Gravity Sound Level Meter,SENSOR
Gravity Soil Moisture Sensor,SENSOR
Gravity CO2 sensor,SENSOR
Gravity Analog pH Sensor / Meter Kit,SENSOR
GY-63 MS5611-01BA03 Barometric Pressure Sensor,SENSOR
GY-68 BMP180 Barometric Pressure Sensor,SENSOR
GY-801 BMP180 Pressure Sensor Module,SENSOR
GY-85 9DOF IMU Sensor Module with Gyroscope,SENSOR
GY-86 10DOF IMU Sensor Module with Gyroscope,SENSOR
GY-87 10DOF IMU Sensor Module,SENSOR
GY-906 IR thermometer module,SENSOR
GY-906 MLX90614ESF Infrared Temperature Sensor Module,SENSOR
GY-91 10DOF IMU Sensor Module,SENSOR
HMC5883L magnetometer sensor module,SENSOR
GY-9250 9DOF IMU Sensor Module,SENSOR
GY-BMP280-3.3 Pressure Sensor Module,SENSOR
GY-BMP280-3.3 pressure sensor,SENSOR
GY-BNO055 9-DOF IMU Sensor Module,SENSOR
GY-LSM6DS3 sensor module,SENSOR
Garmin HRM-Dual Heart Rate Monitor,SENSOR
Gikfun Soil Moisture Sensor,SENSOR
AS7341,SENSOR
Google Nest Detect,SENSOR
Google Nest Learning Thermostat,SENSOR
GY-952 Gyroscope Sensor Module,SENSOR
GY-521 MPU-6050 6DOF Gyroscope and Accelerometer Sensor Module,SENSOR
HTU21D Temperature and Humidity Sensor,SENSOR
Hall Effect Current Sensor Module ACS758LCB-050B,SENSOR
ALS-PT19,SENSOR
AK8975 3-Axis Magnetometer Sensor Module,SENSOR
Industrial pH Electrode Probe,SENSOR
Infrared Break Beam Sensor,SENSOR
Infrared Flame Detection Sensor Module,SENSOR
Infrared Obstacle Avoidance Tracking Sensor Module,SENSOR
Infrared Proximity Sensor Module,SENSOR
Infrared Reflective Object Sensor Module,SENSOR
Infrared Reflective Sensor Module,SENSOR
Infrared Transmitter Sensor Module,SENSOR
InvenSense ICS-43434 MEMS Microphone,SENSOR
ADXRS620 Gyroscope Sensor Module,SENSOR
J-type thermocouple,SENSOR
JSN-SR04T Waterproof Ultrasonic Sensor,SENSOR
JSN-SR04T-2.0 Waterproof Ultrasonic Sensor,SENSOR
JSN-SR04T2.0 Waterproof Ultrasonic Sensor,SENSOR
Johnson Controls GLAS Smart Thermostat,SENSOR
ADXL362 accelerometer sensor,SENSOR
K-33E CO2 sensor module,SENSOR
AM2302,SENSOR
ITG3205 3-axis gyroscope module,SENSOR
ITG-3200 Gyroscope Sensor Module,SENSOR
ISL29125,SENSOR
Hanwei Electronics MQ135 Air Quality Sensor,SENSOR
High Sensitivity Sound Microphone Sensor Module,SENSOR
Hive Heating and Cooling Smart Thermostat,SENSOR
Honeywell ABP Series pressure sensor,SENSOR
Honeywell HIH8120 Humidity and Temperature Sensor,SENSOR
Honeywell HMC5883L Triple Axis Magnetometer,SENSOR
Honeywell HPMA115S0-XXX Particle Sensor,SENSOR
Honeywell Home RTH9585WF1004 Wi-Fi Smart Color Thermostat,SENSOR
Honeywell Home T10 Pro Smart Thermostat,SENSOR
HY-SRF05 Ultrasonic Sensor Module,SENSOR
Honeywell Home T9 Smart Thermostat,SENSOR
Honeywell Home T9 WIFI Smart Thermostat,SENSOR
Huawei Watch GT 2 Pro,SENSOR
APDS-9960,SENSOR
AM2315 sensor,SENSOR
INA219 High-Side DC Current Sensor Module,SENSOR
IR Flame Sensor Module,SENSOR
IR Infrared Obstacle Avoidance Sensor Module,SENSOR
IR Line Tracking Sensor Module,SENSOR
IR Obstacle Avoidance Sensor Module,SENSOR
APDS-9960 sensor module,SENSOR
GY-521 MPU-6050 3-Axis Gyroscope Sensor Module,SENSOR
GY-521 MPU-6050,SENSOR
GY-31,SENSOR
BNO055 9-DOF IMU Sensor Module with Gyroscope,SENSOR
Bidirectional Current Sensor Module,SENSOR
Amazfit GTR 2e,SENSOR
Alphasense CO2-B4 Carbon Dioxide Sensor,SENSOR
Allegro ACS770 current sensor,SENSOR
Allegro ACS71020 Current Sensor,SENSOR
Bosch BCC100 Connected Control Smart Phone Wi-Fi Thermostat,SENSOR
Bosch BCC100 Connected Control Smart Thermostat,SENSOR
Bosch Connected Control Smart Thermostat,SENSOR
CCS811 sensor,SENSOR
CCS811B Digital Gas Sensor,SENSOR
CJMCU-758 Hall Current Sensor,SENSOR
Adafruit VL53L0X Time of Flight Distance Sensor,SENSOR
CO2Meter RAD-0301 CO2 Sensor,SENSOR
COZIR LP Low Power CO2 Sensor,SENSOR
Capacitive Soil Moisture Sensor v1.2,SENSOR
Chanzon TCS34725 Color Sensor,SENSOR
DFROBOT Analog Capacitive Soil Moisture Sensor,SENSOR
Adafruit TSL2591 High Dynamic Range Digital Light Sensor,SENSOR
BMP388 pressure sensor,SENSOR
BMP280 Digital Barometric Pressure Sensor Module,SENSOR
BMP280 Barometric Pressure Sensor,SENSOR
BMP180 Barometric Pressure Sensor,SENSOR
BH1745NUC,SENSOR
BH1750,SENSOR
BLC series pressure sensor,SENSOR
BM1422AGMV 3-axis magnetometer sensor module,SENSOR
BMA180 Accelerometer Sensor,SENSOR
BMA250 Digital 3-Axis Accelerometer Sensor,SENSOR
BMA255 accelerometer,SENSOR
BMA280 accelerometer,SENSOR
Arboleaf Smart Scale,SENSOR
DFROBOT Analog Sound Level Meter,SENSOR
Aqara Water Leak Sensor,SENSOR
Apple Watch Series 7,SENSOR
Analog pH Sensor/Meter Kit V1.1,SENSOR
Analog Sound Sensor,SENSOR
Amphenol SGX Sensortech MICS-6814 Air Quality Sensor,SENSOR
"BME280 Temperature, Humidity and Pressure Sensor",SENSOR
Amazon Echo Flex Smart Motion Sensor,SENSOR
BME280 sensor module,SENSOR
BMM150 3-Axis Magnetometer Sensor Module,SENSOR
BMP180,SENSOR
BME280,SENSOR
DFROBOT Gravity Analog pH Sensor,SENSOR
DFRobot Analog Flex Sensor,SENSOR
DFRobot Analog pH Sensor Meter Kit,SENSOR
Adafruit Electret Microphone Amplifier,SENSOR
Adafruit APDS9960 RGB and Gesture Sensor,SENSOR
Adafruit AMG8833 IR Thermal Camera Breakout,SENSOR
Adafruit ADJD-S371-QR999 Color Sensor,SENSOR
Ecobee SmartThermostat,SENSOR
AZDelivery Sound Sensor Module,SENSOR
